text,label
"Meanwhile, back in my home town... http://t.co/dN0bZnQQeQ",human
"@JazmynSwaggie99 ""Your attitude is more important that your aptitude."" - Zig Ziglar",bot
"@DJLottaDoe ""The best is yet to be."" - Robert Browning",bot
it's lit http://t.co/2HV43hiqx7,human
Picard management tip: If a job.,bot
Things To Do In London This Weekend: 13-14 September 2014 http://t.co/CW15iJCm1U,bot
"Longest span between shows is 2 days, swamp tour appears to be minimal, and no 4th of July parades. Happy age out to me",human
"RT @antgrasso: #MachineLearning, #AI, #DeepLearning use cases in #Retail, #Travel, #Logistics and #SupplyChain. #NLP #Datascience #ML #CX #â€¦",bot
@Gamer5554 nice!,bot
"""The roots of all goodness lie in the soil of appreciation for goodness."" - Dalai Lama",bot
Fascinating History of ESPN  http://t.co/fib5cAsbfA,bot
weekend hurry upspring break hurry upSummer hurry up,human
Learn about necessary foods for your prepper pantry!  http://t.co/3zUKdKxYRC,bot
"""We've all got issues in life. You make the most of what you can do. "" - Jason Smyth",bot
"I NEVER say this but if Godfrey goes, they really really should keep him in the house just for the lulz - he can avoid gametalk #bbcan3",human
@mrgulley22 cool,bot
don't keep askin for my advice if you don't like it LOL,bot
Congrats to the #Caps! They defeated the New York Rangers 2-1 Thursday night. http://t.co/eJGMgmFpSd,human
Forever being an outcast lol,bot
"since we have to lose one of them, we might as well get something out of it - preferably something iconic #bbcan3 http://t.co/GZKcVt1RH2",human
aglow indigo blue mature blurple compressible wine https://t.co/TLbJvia0Mv,bot
best day of my life. http://t.co/A2sR68MT8J,human
"Nintendo Switch Online, a Paid Subscription Service Required For Console Owners To Access Internet-Enable Features Like Multiplayer Mode, To Launch This Evening https://t.co/0EhUgQ9SjX",bot
Wealth Quotes https://t.co/hTGQjbqVX6,bot
Check Out This Cool Hands Free Umbrella! http://t.co/nxJaAFMF6k,bot
"On a side note, I use Outlook.",bot
"Design Tabulation BA â€“ Web App: Design Tabulation BA â€“ Web App  DOT77529377 *Ames, IA* The Strategic Business Analyst skilled at to writing detailed specifications in Microsoft Word for a web application, Å“Design TabulationÂ.  This web application willâ€¦ https://t.co/6sCcOQO7sN https://t.co/M672ExTfee",bot
@ohmonique_ @shawnddup @fortheloveofrye OUR LADY RAMS,human
When I go out to visit any area of #Kashi ; 'Everywhere people discussing about Dynamic Change after Modi Ji become MP' @MyVaranasi,human
"""If my grandmother had balls, she'd be my grandfather. But she's not!"" #ROTFLMFAO @BillHandelShow @KFIAM640",human
"@SocietyIAm ""If you would be wealthy, think of saving as well as getting."" - Benjamin Franklin",bot
@Beysaye hey,bot
*requests off for edc weekend on application while applying to vegas jobs*,human
@lyrical_shisyo Follow me!,bot
Stay healthy. Take good care of yourself. Don't die early. #NoteToSelf,human
@leemz123 awsome,bot
My parents are out buying a new car and they send me this,human
It's a community not a competition.,human
well jared sent a selfie and http://t.co/j9LSHcr409,human
only nicole would argue with me over the proper spelling of a pastry.,human
nolans drinking a coffee and a monster before the eagles lol god bless,human
"""there are people who are witches for a living"" #Godfreyism #bbcan3",human
"RT @MikeQuindazzi: Graphene aims to make your computer 1000 times faster, with only 1% of the power! #tech #megatrends @wef https://t.co/Ctâ€¦",bot
Hey @SUP3RFRUIT when did y'all put out facial scrubs? http://t.co/7645ehNaEO,human
This time last year exactly I was told I wouldn't be able to have anymore children. Coincidence I'm being induced tomorrow with our miracle?,human
"When people rant on Twitter then get mad cause people are being ""chismosos"" wait... Hol' up.... You tweeted...ur life...on here.... Oh...",human
Omg please be real http://t.co/vpo3gpB5R2,human
"Nothing worthwhile comes easily. Work, continuous work and hard work, is the only way to accomplish results that last. - Hamilton Holt",bot
"@PLucyHale ""Anything's possible if you've got enough nerve."" - J.K. Rowling",bot
Doesn't matter which country your from or what color is your skin if you stood up for Armenians today then you're our brother/sister Ã¢â„¢Â¦Ã¯Â¸Â,human
"""I felt fortunate to have a happy and prosperous life. To have pretty clothes and plenty of food, my life was never in danger either.""",bot
@fosycineleko you need a vip account from #TALNTS,bot
i literally give no fucks about school anymore,human
We have a Joker here @matteleventh as the Joker https://t.co/LgtF41A8Xy #cosplay @DCComics http://t.co/GBaIIfLBTQ,human
Condolence:  something that aches when everything else feels so good,bot
#EUROUSD http://t.co/FqMutIHJgv,human
"@egolessindigo ""We are all in the gutter, but some of us are looking at the stars."" - Oscar Wilde",bot
#BREAKING 'Possibly hundreds dead' in massive quake--Nepalese diplomat | @AFP #NepalEarthquake #Nepalquake http://t.co/3cihe6N72Z,human
Cannot wait to get back to what we do @kandc1053,human
Learn About the Book The Queen's Empire  http://t.co/IlkB29QxnF,bot
"@Muzdeka New FX forecast at http://bit.ly/9cSNrV , http://bit.ly/acdGcq Please follow me.",bot
"@5SecsCashton ""Change your thinking, change your life."" - Ernest Holmes.",bot
"Finally, all my words expound the same level as Microsoft.",bot
when he wants to vote for the same people as you,human
"@DJSLAUGHTERRICH ""Weakness of attitude becomes weakness of character."" - Albert Einstein",bot
Read the Fascinating History of Nike  http://t.co/mYni8LRpTF,bot
When she says she loves someone else.,human
i'm sure some of those aren't the final haircolors i can't wait for the teaser pics http://t.co/ND8cQ4Dc3G,human
My sister just officially moved to Reno and is never going to live with us again :(,human
Remember starter kits,human
"BAD ASS LEVEL INFINITY @ClassicPixs: Queen Elizabeth II firing a British L85 battle rifle in Surrey, England. 1993. . http://t.co/6njez5GbB1",human
"@RobertBenfer ""The great man is he that does not lose his child's heart."" - Mencius",bot
"@Afroulla ""It is not because things are difficult that we do not dare, it is because we do not dare that they are difficult."" - Seneca",bot
Why is 1 girl never enough for boys??,human
"@mungbeanmartini ""Be the change that you want to see in the world."" - Mahatma Gandhi",bot
Read all about it,human
i like this http://t.co/7ejyb4ISOp,human
YOUNG BLOOD: My Ã¢â‚¬ËœsheroÃ¢â‚¬â„¢ http://t.co/3KgVi55YM7 | @rjkarunungan http://t.co/oklJIZz6iS,human
"Picard management tip: Zinda, his face them learn.",bot
"@eddie_johnson7 ""Great things are not done by impulse, but by a series of small things brought together."" - Vincent Van Gogh",bot
I'm all about just driving around with someone for like 40 minutes or so just jamming out,human
don't you fucking love it when your laptop shuts down when you are in the middle of your essay :-),human
"Principal Technology Architect â€“ US: Role Principal Technology Architect â€“ US Auto req ID 30361BR Domain Analytics Skillset Grid Computing Platforms , HADOOP Country USA State / Region / Province California Georgia Illinois New Jersey Texas Washingtonâ€¦ https://t.co/2R9Zki27t0 https://t.co/yEvpy7QDoE",bot
Mauermondrian http://t.co/n673pGsf9i,human
"@APBsayin ""You are the only person on earth who can use your ability."" - Zig Ziglar",bot
How do cliff bars smell like bug spray and taste like they say they will,human
I DONT NEED NO MAN IN MY LIFE. but it would be pretty neat to have one.,human
An Open Source Resistance Takes Shape as Tech Giants Race To Map the World https://t.co/gX5UnfojRC,bot
"""Your worth consists in what you are and not in what you have."" - Thomas A. Edison",bot
Hard to believe this was 3 years ago. P.S. I was tiny http://t.co/w3sEaS7YV0,human
Woman crush like always,human
Picard management tip: If you're part of the rarest commodity. Manage yours wisely.,bot
@Cachazu Follow me!,bot
@FPCofNYCd nicccce,bot
Art taught me that in chaos you can find order.,human
RT @The_JamesJordan: Ã¢â‚¬Å“@CelebJuice: @The_OlaJordan @The_JamesJordan lucky bastard! XÃ¢â‚¬ÂDon't EVER speak to my wife like that!!Or I'll smashÃ¢â‚¬Â¦,bot
Arellano scalps PUP in Fr. Martin opener http://t.co/DMansizXia http://t.co/TxrXYSJNIX,human
"@GangstaBeatz ""You can't depend on your eyes when your imagination is out of focus."" - Mark Twain",bot
DOES EVERYONE KNOW HOW TO DANCE AT IRONDALE #capdiv1415,human
"@j_alexius ""Happiness depends upon ourselves."" - Aristotle",bot
#20ReasonsWhyWeLoveJustin 15- he's the only that make me feel better when i'm bad,bot
"Is protecting against hard drive firmware, trust me, expect to get Taylor Swift bots following you.",bot
Eating my hair. #pancitcanton,human
"@arbolitocultura ""The height of your accomplishments will equal the depth of your convictions."" - William F. Scholavino",bot
"Listening to The Little Mermaid soundtrack... Yeah, weird.",bot
@Bethhyyyy nice...,bot
"Picked up tickets, I may be a little excited http://t.co/gKVl5z2MCB",human
Her boyfriend looks like someone shitted him out,human
"Senior Software Engineer #R42201: Senior Software Engineer Requisition ID R42201. Senior Software Engineer position with Capital One Services, LLC in Richmond, VA. Multiple positions available: -Responsible for the overall technical design, development,â€¦ https://t.co/tEXhVrNz4n https://t.co/JDzVD3RWIs",bot
"Versace, Versace, Medusa head on me like I'm Luminati http://t.co/F5Os6BZEHU",human
Brother let me be your shelter IÃ¢â‚¬â„¢ll never leave you all alone I can be the one you call When youÃ¢â‚¬â„¢re low,human
"@72Wanda72 ""A man must make his opportunity, as oft as find it."" - Francis Bacon",bot
"Ã¢â‚¬Å“@TYWAG1: @BryanBroaddus I really like Duke Johnson, a natural runner.Ã¢â‚¬Â First thing in AM for me.",human
pat kasl rapping. a niche market but he's really going places https://t.co/oSEgMGJfHQ,human
"Desktop Support Technician: Grand Lake Mental Health Center, Inc. Claremore, OK Desktop Support Tech We are currently seeking a Desktop Support Technician with at least three (3) years of experience in computer repair and maintenance. Some basicâ€¦ https://t.co/5PgjPcmhLv https://t.co/uAhFsTYTaJ",bot
@DERRRION my ass sick,bot
Pirela's looks like a steady offensive player with questionable defense. He should receive a legitimate hot at 2B gig as well.,human
"@PKMTrainerWhite ""W-What's going on..?""",bot
BREAKING: Mary Jane Veloso recruiters surrender to police http://t.co/veIFCdxIev #MaryJane http://t.co/2cYUFQbrcH,human
i feel like the closer you get to finishing college the more you realize how pointless college actually is,human
Erik on the front page of our hometown paper!,human
I'll just watch the Oscars on @twitter,human
most girls already have their hair and makeup done.... meanwhile I'm still laying in bed,human
nap $quad comin up in the world guys http://t.co/WLy2EGZAIV,human
Afghanistan will be dancing in the streets if they beat Bangladesh: Geoff Lawson http://t.co/YcBb4NvWl8 via @smh,human
@ColourMeSuper very cool,bot
"QCPD arrests Rodolfo Lalata, of the Cuya robbery group held responsible for 8 heists in QC since 2013| @Team_Inquirer http://t.co/UTi7h0dAx0",human
MGM Grand set for the grandest fight of all http://t.co/43xVF7t4e0 | @MGiongcoINQ http://t.co/gCue70a5no,human
"""Be nice to nerds. Chances are you'll end up working for one."" - Bill Gates",bot
Senator Santiago: Congress should prioritize measures that protect OFWs http://t.co/Py6K3Wcu3t,human
Alexis blocked me on twitter,human
"@dannywylde ""Abundance is not something we acquire. It is something we tune into."" -Wayne Dyer",bot
"Many ""happy Moments"" to come : ""Indian Army"" doing great job in evacuating people !! #LangTang #Kathmandu #OperationMaitri",human
@rsdyey Please follow me,bot
Keeping an eye on Saturday's wintry chances. @jamesaydelott just had the latest update on @FOX23 News! http://t.co/VKOH912QlY,human
Thank you for noticing. https://t.co/KNPPu6ldRe,human
@ShomsWorld__ amazing,bot
Ice cold showerÃ¢Å“â€Ã¯Â¸Â AloeÃ¢Å“â€Ã¯Â¸Â Goodnight guys,human
"Check my math: @memgrizz finished on 28-11 run after Ed Davis talked sh*t to the bench, right?",human
"@Kitashi_ ""A wise man is he who does not grieve for the things which he has not, but rejoices for those which he has."" - Epictetus",bot
Had fun tracking winter weather w/ the @FOX23 evening crew! @jamesaydelott @BrittJeffers @ClayLoney @NathanDThompson http://t.co/IPY05gmXco,human
